entry	uid	region_start	region_end	perc_cov	V6	Protein.names	Gene.Names	Organism	Length	DisProt	Involvement.in.disease	Interacts.with	InterPro	Subcellular.location..CC.	X3D	Organism..ID.	PubMed.ID	Gene.Ontology..cellular.component.	Gene.Ontology..biological.process.	Gene.Ontology..molecular.function.	Caution	local_pairwise_identity	Af1502_Rg1	other_Rg2	RMSA	TM_Score1	TM_Score2	Aligned_Length	max_TM_score
A0A397M6Q3	A0A397M6Q3_PSEOL	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	DFO61_4295	Ectopseudomonas oleovorans (Pseudomonas oleovorans)	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		301		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:RIA20680.1}.	51.4	53.079	51.575	4.06	0.86379	0.87195	960	0.87195
A0A7G5DL19	A0A7G5DL19_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	HS968_20800	Pseudomonas berkeleyensis	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2726956	32669368	membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		51.4	53.079	51.927	3.49	0.89918	0.90784	972	0.90784
A0A2R3IX72	A0A2R3IX72_PSEAI	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	CSB93_0272	Pseudomonas paraeruginosa	983				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2994495		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	51.233	3.91	0.87515	0.88428	966	0.88428
A6VCI1	A6VCI1_PSEA7	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	PSPA7_5442	Pseudomonas paraeruginosa (strain DSM 24068 / PA7) (Pseudomonas aeruginosa (strain PA7))	983				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		381754	20107499	membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	51.033	3.5	0.88969	0.89903	969	0.89903
A0A2N8RA18	A0A2N8RA18_STUST	525	594	102.941176470588	unreviewed	histidine kinase (EC 2.7.13.3)	CXK99_19020	Stutzerimonas stutzeri (Pseudomonas stutzeri)	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		316		membrane [GO:0016020]		phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:PNF57912.1}.	50.0	53.079	51.226	3.94	0.87075	0.87899	964	0.87899
A0A6A9JYF0	A0A6A9JYF0_PSEAI	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	GNQ20_09120	Pseudomonas aeruginosa	983				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		287		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:MUI57959.1}.	52.8	53.079	51.19	3.99	0.87006	0.87908	967	0.87908
A0A1H2FYB6	A0A1H2FYB6_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	SAMN05216580_1477	Geopseudomonas guangdongensis	981				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		1245526		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	51.345	3.78	0.88541	0.89646	969	0.89646
A0A643EBH7	A0A643EBH7_PSEAI	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	F7R07_26170	Pseudomonas aeruginosa	983				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		287		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:KAB0555429.1}.	52.8	53.079	51.263	4.02	0.85949	0.86843	954	0.86843
A0A072ZL06	A0A072ZL06_PSEAI	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	zraS_1 cbrA CAZ10_02920 GNQ48_21360 GUL26_10045 IPC1295_06525 L4V69_32865 PAERUG_P19_London_7_VIM_2_05_10_01518	Pseudomonas aeruginosa	983				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		287		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	51.171	3.39	0.89276	0.90214	969	0.90214
A0A0H2ZHM5	A0A0H2ZHM5_PSEAB	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	cbrA PA14_62530	Pseudomonas aeruginosa (strain UCBPP-PA14)	983				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		208963	17038190	membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	51.011	4.03	0.86827	0.87728	966	0.87728
A0A6N0KGK5	A0A6N0KGK5_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	FOC67_00730	Pseudomonas sp. FDAARGOS_761	983				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2545800		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	50.623	4.08	0.8581	0.86696	960	0.86696
A0A643J4R4	A0A643J4R4_PSEAI	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	F7O97_12515	Pseudomonas aeruginosa	983				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		287		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:KAB0764778.1}.	52.8	53.079	51.201	3.95	0.86934	0.87839	963	0.87839
A0A3S4MTG0	A0A3S4MTG0_PSEFL	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	zraS_4 NCTC10783_04363	Pseudomonas fluorescens	983				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		294		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	51.048	4.18	0.85535	0.86416	960	0.86416
A0A2N8SVG4	A0A2N8SVG4_STUST	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	CXK94_18450	Stutzerimonas stutzeri (Pseudomonas stutzeri)	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		316		membrane [GO:0016020]		phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:PNG06478.1}.	52.8	53.079	50.85	4.13	0.85878	0.8668	966	0.8668
G3XCM7	G3XCM7_PSEAI	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	cbrA	Pseudomonas aeruginosa	983				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		287	11401699	membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	51.597	3.65	0.89103	0.90042	970	0.90042
Q9HV74	Q9HV74_PSEAE	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	cbrA PA4725	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	983				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		208964	10984043	membrane [GO:0016020]	negative regulation of single-species biofilm formation on inanimate substrate [GO:1900232]; phosphorelay signal transduction system [GO:0000160]; positive regulation of cell motility [GO:2000147]; regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	50.709	3.67	0.88887	0.89823	970	0.89823
A0A1H0JP72	A0A1H0JP72_9GAMM	522	589	100.0	unreviewed	histidine kinase (EC 2.7.13.3)	SAMN04487957_106193	Halomonas shengliensis	977				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		419597		membrane [GO:0016020]		phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		54.2	53.079	51.352	3.62	0.88331	0.89762	969	0.89762
U7P714	U7P714_9GAMM	522	589	100.0	unreviewed	histidine kinase (EC 2.7.13.3)	Q671_04345	Halomonas sp. PBN3	977				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		1397528	24356826	membrane [GO:0016020]		phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:ERS91322.1}.	54.2	53.079	51.649	3.45	0.89237	0.90691	971	0.90691
A0A2E2XG60	A0A2E2XG60_9GAMM	532	600	101.470588235294	unreviewed	histidine kinase (EC 2.7.13.3)	CL693_07545	Cellvibrionaceae bacterium	987				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2026723		membrane [GO:0016020]		phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:MAZ87482.1}.	56.9	53.079	52.873	3.0	0.7799	0.7853	813	0.7853
A0A845FU26	A0A845FU26_9GAMM	532	600	101.470588235294	unreviewed	histidine kinase (EC 2.7.13.3)	GSF27_13165	Pseudomaricurvus sp. HS19	987				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2692626		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:MYM64323.1}.	56.9	53.079	52.963	3.08	0.77533	0.78064	817	0.78064
A0A1H1L474	A0A1H1L474_9GAMM	521	590	102.941176470588	unreviewed	histidine kinase (EC 2.7.13.3)	SAMN05216198_0073	Halopseudomonas litoralis	979				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		797277		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		47.2	53.079	53.154	3.76	0.77914	0.7906	836	0.7906
M4X0X8	M4X0X8_9PSED	507	577	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	H681_20955	Pseudomonas sp. ATCC 13867	965				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		1294143	23723394	membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		51.4	53.079	50.721	3.7	0.86594	0.89022	951	0.89022
A0A0L0BE34	A0A0L0BE34_9PSED	523	593	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	AC788_00510	Pseudomonas sp. RIT-PI-a	982				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		1681194		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:KNC18301.1}.	50.0	53.079	50.958	4.22	0.84777	0.8574	947	0.8574
A0A3M3S440	A0A3M3S440_PSECA	247	317	104.411764705882	unreviewed	Sensor histidine kinase	ALQ51_05104	Pseudomonas cannabina	566				IPR003661;IPR036097;IPR038377;IPR000014;IPR035965;IPR013767;			86840		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:RMO03491.1}.	50.0	53.079	47.422	3.84	0.50307	0.84634	555	0.84634
A0A089YWX4	A0A089YWX4_9PSED	523	593	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	LT40_13055	Pseudomonas rhizosphaerae	982				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		216142	25483321	membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		50.0	53.079	51.29	3.74	0.88237	0.89248	967	0.89248
A0A7X1G8V5	A0A7X1G8V5_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	H7993_19450	Pseudomonas baltica	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2762576		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:MBC2680577.1}.	50.0	53.079	50.921	4.0	0.87097	0.87926	962	0.87926
A0A1I4TQ70	A0A1I4TQ70_9GAMM	523	592	102.941176470588	unreviewed	histidine kinase (EC 2.7.13.3)	SAMN05216217_11565	Halopseudomonas yangmingensis	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		1720063		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		50.0	53.079	51.568	3.29	0.90334	0.91205	970	0.91205
W7QD92	W7QD92_9GAMM	524	589	97.0588235294118	unreviewed	Histidine kinase	Q427_25320	Halomonas sp. BC04	615				IPR038377;IPR001734;IPR050277;	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.		1403540		plasma membrane [GO:0005886]	sodium ion transport [GO:0006814]	kinase activity [GO:0016301]; symporter activity [GO:0015293]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:EWG99370.1}.	47.2	53.079	26.252	2.45	0.56542	0.90101	585	0.90101
A0A7T2DAZ3	A0A7T2DAZ3_9GAMM	524	591	100.0	unreviewed	histidine kinase (EC 2.7.13.3)	I4484_19550	Billgrantia campisalis	985				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR035965;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		74661		membrane [GO:0016020]		phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		51.4	53.079	51.472	3.35	0.90031	0.90807	972	0.90807
A0A7V7FXX4	A0A7V7FXX4_9GAMM	524	591	100.0	unreviewed	histidine kinase (EC 2.7.13.3)	F0A17_17060	Billgrantia pellis	985				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2606936		membrane [GO:0016020]		phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:KAA0010906.1}.	51.4	53.079	51.475	3.4	0.89482	0.90252	969	0.90252
A0A3M5GDE1	A0A3M5GDE1_PSESS	186	256	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	ALP59_03349	Pseudomonas savastanoi (Pseudomonas syringae pv. savastanoi)	645				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR000014;IPR035965;IPR013767;IPR004358;			29438		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:RMS84063.1}.	50.0	53.079	48.927	4.38	0.551	0.81068	631	0.81068
A0A1X0ZZ87	A0A1X0ZZ87_PSEPU	523	593	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	B7H17_08600	Pseudomonas putida (Arthrobacter siderocapsulatus)	989				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		303		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:ORL65219.1}.	50.0	53.079	51.597	4.03	0.86865	0.87274	964	0.87274
A0A2K9BX04	A0A2K9BX04_9PSED	523	593	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	CXQ80_20145	Pseudomonas sp. 02C 26	989				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2054914		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		50.0	53.079	53.149	4.29	0.83449	0.83848	919	0.83848
A0A5E6W374	A0A5E6W374_PSEFL	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	sasA_15 PS631_04482	Pseudomonas fluorescens	991				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		294		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		50.0	53.079	51.138	4.06	0.86184	0.86427	958	0.86427
A0A1I6BYL7	A0A1I6BYL7_9GAMM	521	590	102.941176470588	unreviewed	histidine kinase (EC 2.7.13.3)	SAMN05216578_108120	Halopseudomonas formosensis	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		1002526		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		45.8	53.079	52.25	3.14	0.9077	0.91647	971	0.91647
A0A1Q9R4Y2	A0A1Q9R4Y2_PSEPU	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	zraS_2 PSEMO_25900	Pseudomonas putida (Arthrobacter siderocapsulatus)	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		303		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:OLS62463.1}.	50.0	53.079	51.077	3.92	0.86881	0.87704	961	0.87704
